UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,LOT,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT
91WN00001, 91000001,91,00,00001,2,00,59,-0-,3,2,8,5,5.0,5,4,3,143,82,1,100,55,549, 0, 0, 0, 0, 30,,,,,5,,0,221,1399,93,,281,3,000097,97,1019,80,,76,825,65,3,59
91WN00002, 91000002,91,00,00002,3,00,59,-0-,2,2,5,5,3.0,3,3,3,143,82,2,100,49,476, 0, 0, 0, 0, 26,,,,,5,,0,227,1168,93,,281,3,000097,97,5736,80,,67,704,67,3,56
91WN00003, 91000003,91,00,00003,2,00,58,-0-,2,1,3,2,3.0,3,3,3,143,82,1,100,53,524, 0, 0, 0, 0, 25,,,,,5,,0,184,931,93,,281,3,000097,97,6523,80,,73,717,45,3,63
91WN00004, 91000004,91,00,00004,2,00,58,-0-,2,2,5,5,4.0,4,4,3,143,82,1,100,55,549, 0, 0, 0, 0, 29,,,,,5,,0,211,1251,93,,281,3,000097,97,5283,80,,76,825,47,3,66
91WN00005, 91000005,91,00,00005,2,00,59,-0-,3,2,8,5,5.0,5,4,3,143,82,2,100,57,573, 0, 0, 0, 0, 34,,,,,5,,0,221,1399,93,,281,3,000097,97,1019,80,,79,848,65,3,56
91WN00006, 91000006,91,00,00006,2,00,58,-0-,2,2,5,5,4.0,4,4,3,143,82,1,100,61,622, 0, 0, 0, 0, 34,,,,,5,,0,211,1251,93,,281,3,000097,97,5283,80,,85,898,47,3,66
91WN00007, 91000007,91,00,00007,2,00,58,-0-,2,2,5,5,4.0,4,4,3,143,82,2,100,50,488, 0, 0, 0, 0, 24,,,,,5,,0,199,1206,93,,281,3,000097,97,4589,80,,69,763,47,3,58
91WN00008, 91000008,91,00,00008,3,00,59,-0-,2,2,5,5,3.0,3,3,3,143,82,1,100,49,476, 0, 0, 0, 0, 22,,,,,5,,0,227,1168,93,,281,3,000097,97,5736,80,,67,705,67,3,54
91WN00009, 91000009,91,00,00009,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,82,1,100,55,549, 0, 0, 0, 0, 27,,,,,5,,0,199,1206,93,,281,3,000097,97,4589,80,,76,799,47,3,62
91WN00010, 91000010,91,00,00010,2,00,59,-0-,1,1,1,1,3.0,3,3,3,143,82,5,100,75,793, 0, 0, 0, 0, 37,,,,,5,,0,170,935,93,,281,3,000097,97,5821,80,,105,897,65,3,76
91WN00011, 91000011,91,00,00011,3,00,59,-0-,2,2,5,5,3.0,3,3,3,143,82,5,100,53,524, 0, 0, 0, 0, 30,,,,,5,,0,184,1203,93,,281,3,000097,97,6471,80,,73,748,67,3,54
91WN00012, 91000012,91,00,00012,2,00,59,-0-,3,2,8,5,4.0,4,4,3,143,82,5,100,51,500, 0, 0, 0, 0, 30,,,,,5,,0,224,1439,93,,281,3,000097,97,3710,80,,70,771,67,3,46
91WN00013, 91000013,91,00,00013,2,00,59,-0-,2,2,5,5,6.0,6,4,3,143,82,5,100,56,561, 0, 0, 0, 0, 30,,,,,5,,0,185,1391,93,,281,3,000097,97,8930,94,,77,832,67,3,51
91WN00014, 91000014,91,00,00014,3,00,58,-0-,2,2,5,5,6.0,6,4,3,143,82,5,100,60,610, 0, 0, 0, 0, 32,,,,,5,,0,205,1447,93,,281,3,000097,97,9848,94,,83,854,45,3,66
91WN00015, 91000015,91,00,00015,3,00,59,-0-,3,2,8,5,5.0,5,4,3,143,82,4,100,49,476, 0, 0, 0, 0, 23,,,,,5,,0,221,1368,93,,281,3,000097,97,0906,80,,67,722,65,3,50
91WN00016, 91000016,91,00,00016,3,00,58,-0-,2,1,3,2,5.0,5,4,3,143,30,0,100,27,567, 0, 0, 0, 0, 27,,,,,5,,0,199,1240,97,,227,3,000097,97,2466,80,,78,,45,7,0
91WN00017, 91000017,91,00,00017,2,00,59,-0-,2,2,5,5,3.0,3,3,3,143,82,5,100,55,549, 0, 0, 0, 0, 28,,,,,5,,0,184,1109,93,,281,3,000097,97,6560,80,,76,800,67,3,56
91WN00018, 91000018,91,00,00018,3,00,58,-0-,1,1,1,1,4.0,4,4,3,143,82,6,100,66,683, 0, 0, 0, 0, 28,,,,,5,,0,186,1091,93,,281,3,000097,97,4727,80,,92,780,47,3,67
91WN00019, 91000019,91,00,00019,2,00,58,-0-,2,2,5,5,3.0,3,3,3,143,82,6,100,57,573, 0, 0, 0, 0, 24,,,,,5,,0,184,1201,93,,281,3,000097,97,7682,80,,79,823,47,3,65
91WN00020, 91000020,91,00,00020,3,00,59,-0-,3,2,8,5,4.0,4,4,3,143,82,5,100,54,537, 0, 0, 0, 0, 34,,,,,5,,0,224,1439,93,,281,3,000097,97,3710,80,,74,781,67,3,52
91WN00021, 91000021,91,00,00021,2,00,59,-0-,2,2,5,5,6.0,6,4,3,143,82,6,100,53,524, 0, 0, 0, 0, 31,,,,,5,,0,185,1391,97,,268,3,000097,97,8930,94,,73,794,67,7,0
91WN00022, 91000022,91,00,00022,2,00,58,-0-,2,2,5,5,3.0,3,3,3,143,82,5,100,52,512, 0, 0, 0, 0, 25,,,,,5,,0,184,1201,93,,281,3,000097,97,7682,80,,71,763,47,3,55
91WN00023, 91000023,91,00,00023,2,00,59,-0-,2,2,5,5,3.0,3,3,3,143,82,4,100,55,549, 0, 0, 0, 0, 28,,,,,5,,0,184,1203,93,,281,3,000097,97,6471,80,,76,802,67,3,55
91WN00024, 91000024,91,00,00024,2,00,58,-0-,2,2,5,5,4.0,4,4,3,143,82,4,100,54,537, 0, 0, 0, 0, 27,,,,,5,,0,211,1477,93,,281,3,000097,97,4608,80,,74,810,47,3,50
91WN00025, 91000025,91,00,00025,2,00,58,-0-,2,2,5,5,6.0,6,4,3,143,82,6,100,55,549, 0, 0, 0, 0, 24,,,,,5,,0,205,1447,97,,268,3,000097,97,9848,94,,76,819,45,7,0
91WN00026, 91000026,91,00,00026,2,00,59,-0-,2,2,5,5,3.0,3,3,3,143,82,6,100,55,549, 0, 0, 0, 0, 27,,,,,5,,0,184,1109,93,,281,3,000097,97,6560,80,,76,799,67,3,56
91WN00027, 91000027,91,00,00027,2,00,58,-0-,2,2,5,5,3.0,3,3,3,143,30,0,100,23,433, 0, 0, 0, 0, 23,,,,,5,,0,184,1168,97,,227,3,000097,97,6800,80,,62,,47,7,0
91WN00028, 91000028,91,00,00028,2,00,58,-0-,3,2,8,5,3.0,3,3,3,143,82,5,100,46,439, 0, 0, 0, 0, 27,,,,,5,,0,227,1342,93,,281,3,000097,97,7654,80,,63,690,45,3,55
91WN00029, 91000029,91,00,00029,3,00,59,-0-,1,1,1,1,3.0,3,3,3,143,82,8,100,82,878, 0, 0, 0, 0, 42,,,,,5,,0,170,989,93,,281,3,000097,97,6000,80,,115,952,65,3,82
91WN00030, 91000030,91,00,00030,2,00,59,-0-,3,2,8,5,5.0,5,4,3,143,82,5,100,53,524, 0, 0, 0, 0, 23,,,,,5,,0,221,1368,97,,268,3,000097,97,0906,80,,73,795,65,7,0
91WN00031, 91000031,91,00,00031,2,00,58,-0-,2,1,3,2,3.0,3,3,3,143,82,5,100,60,610, 0, 0, 0, 0, 38,,,,,5,,0,213,1245,93,,281,3,000097,97,7701,80,,83,798,47,3,64
91WN00032, 91000032,91,00,00032,3,00,58,-0-,3,2,8,5,3.0,3,3,3,143,82,6,100,58,585, 0, 0, 0, 0, 31,,,,,5,,0,227,1342,93,,281,3,000097,97,7654,80,,80,808,45,3,60
91WN00033, 91000033,91,00,00033,3,00,58,-0-,2,2,5,5,3.0,3,3,3,143,82,4,100,48,463, 0, 0, 0, 0, 25,,,,,5,,0,184,1168,93,,281,3,000097,97,6800,80,,66,689,47,3,55
91WN00034, 91000034,91,00,00034,2,00,59,-0-,2,2,5,5,4.0,4,4,3,143,82,6,100,49,476, 0, 0, 0, 0, 26,,,,,5,,0,199,1214,93,,281,3,000097,97,3506,80,,67,746,65,3,48
91WN00035, 91000035,91,00,00035,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,82,4,100,54,537, 0, 0, 0, 0, 29,,,,,5,,0,211,1477,97,,268,3,000097,97,4608,80,,74,783,47,7,0
91WN00036, 91000036,91,00,00036,2,00,59,-0-,2,2,5,5,4.0,4,4,3,143,82,6,100,48,463, 0, 0, 0, 0, 26,,,,,5,,0,199,1214,93,,281,3,000097,97,3506,80,,66,733,65,3,49
91WN00037, 91000037,91,00,00037,2,00,59,-0-,1,1,1,1,4.0,4,4,3,143,82,18,100,72,756, 0, 0, 0, 0, 29,,,,,5,,0,174,1208,93,,281,3,000097,97,3905,80,,101,864,67,3,73
91WN00038, 91000038,91,00,00038,2,00,59,-0-,2,2,5,5,4.0,4,4,3,143,82,19,100,64,659, 0, 0, 0, 0, 28,,,,,5,,0,199,1448,93,,281,3,000097,97,3619,80,,89,913,67,3,69
91WN00039, 91000039,91,00,00039,3,00,59,-0-,2,1,3,2,3.0,3,3,3,143,82,19,100,79,841, 0, 0, 0, 0, 38,,,,,5,,0,213,1247,93,,281,3,000097,97,6093,80,,111,970,67,3,89
91WN00040, 91000040,91,00,00040,2,00,58,-0-,3,1,7,2,4.0,4,4,3,143,82,19,100,38,341, 0, 0, 0, 0, 20,,,,,5,,0,224,995,97,,268,3,000097,97,4433,80,,51,532,47,7,0
91WN00041, 91000041,91,00,00041,3,00,58,-0-,2,2,5,5,3.0,3,3,3,143,82,18,100,77,817, 0, 0, 0, 0, 40,,,,,5,,0,213,1346,93,,281,3,000097,97,6999,80,,108,999,47,3,81
91WN00042, 91000042,91,00,00042,3,00,58,-0-,2,2,5,5,3.0,3,3,3,143,82,18,100,76,805, 0, 0, 0, 0, 38,,,,,5,,0,213,1346,93,,281,3,000097,97,6999,80,,107,999,47,3,83
91WN00043, 91000043,91,00,00043,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,82,18,100,60,610, 0, 0, 0, 0, 27,,,,,5,,0,224,1254,93,,281,3,000097,97,4277,80,,83,838,45,3,64
91WN00044, 91000044,91,00,00044,2,00,59,-0-,2,2,5,5,4.0,4,4,3,143,82,19,100,57,573, 0, 0, 0, 0, 25,,,,,5,,0,199,1448,93,,281,3,000097,97,3619,80,,79,827,67,3,62
91WN00045, 91000045,91,00,00045,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,82,19,100,52,512, 0, 0, 0, 0, 25,,,,,5,,0,224,1254,97,,268,3,000097,97,4277,80,,71,739,45,7,0
91WN00046, 91000046,91,00,00046,3,00,58,-0-,3,1,7,2,3.0,3,3,3,143,82,13,100,62,634, 0, 0, 0, 0, 25,,,,,5,,0,227,1282,93,,281,3,000097,97,7878,80,,86,770,45,3,71
91WN00047, 91000047,91,00,00047,3,00,58,-0-,2,1,3,2,3.0,3,3,3,143,30,0,100,40,999, 0, 0, 0, 0, 45,,,,,5,,0,213,1406,97,,227,3,000097,97,7290,80,,150,,47,7,0
91WN00048, 91000048,91,00,00048,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,30,0,100,35,833, 0, 0, 0, 0, 35,,,,,5,,0,224,1435,97,,227,3,000097,97,4233,80,,110,,45,7,0
91WN00049, 91000049,91,00,00049,2,00,58,-0-,2,2,5,5,6.0,6,4,3,143,82,13,100,57,573, 0, 0, 0, 0, 30,,,,,5,,0,205,1271,93,,281,3,000097,97,9230,94,,79,834,45,3,57
91WN00050, 91000050,91,00,00050,2,00,58,-0-,3,2,8,5,4.0,4,4,3,143,82,14,100,52,512, 0, 0, 0, 0, 23,,,,,5,,0,236,1282,93,,281,3,000097,97,3944,80,,71,772,47,3,53
91WN00051, 91000051,91,00,00051,2,00,58,-0-,2,2,5,5,6.0,6,4,3,143,82,14,100,57,573, 0, 0, 0, 0, 31,,,,,5,,0,205,1271,93,,281,3,000097,97,9230,94,,79,833,45,3,57
91WN00052, 91000052,91,00,00052,2,00,58,-0-,2,2,5,5,6.0,6,4,3,143,30,0,100,22,400, 0, 0, 0, 0, 22,,,,,5,,0,175,1224,97,,227,3,000097,97,0518,80,,58,,47,7,0
91WN00053, 91000053,91,00,00053,2,00,59,-0-,1,1,1,1,3.0,3,3,3,143,30,0,100,22,400, 0, 0, 0, 0, 22,,,,,5,,0,184,1010,97,,227,3,000097,97,6062,80,,58,,67,7,0
91WN00054, 91000054,91,00,00054,2,00,59,-0-,2,2,5,5,4.0,4,4,3,143,82,15,100,59,598, 0, 0, 0, 0, 36,,,,,5,,0,211,1375,93,,281,3,000097,97,3539,80,,82,857,65,3,77
91WN00055, 91000055,91,00,00055,3,00,58,-0-,2,1,3,2,5.0,5,4,3,143,82,15,100,77,817, 0, 0, 0, 0, 37,,,,,5,,0,166,941,93,,281,3,000097,97,2563,80,,108,999,47,3,90
91WN00056, 91000056,91,00,00056,2,00,58,-0-,2,1,3,2,3.0,3,3,3,143,82,15,100,74,780, 0, 0, 0, 0, 27,,,,,5,,0,184,1104,93,,281,3,000097,97,7728,80,,104,956,45,3,85
91WN00057, 91000057,91,00,00057,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,82,12,100,66,683, 0, 0, 0, 0, 31,,,,,5,,0,224,1435,93,,281,3,000097,97,4233,80,,92,919,45,3,77
91WN00058, 91000058,91,00,00058,2,00,58,-0-,2,2,5,5,3.0,3,3,3,143,82,14,100,66,683, 0, 0, 0, 0, 34,,,,,5,,0,184,1273,93,,281,3,000097,97,6882,80,,92,923,47,3,71
91WN00059, 91000059,91,00,00059,2,00,58,-0-,2,1,3,2,5.0,5,4,3,143,82,13,100,65,671, 0, 0, 0, 0, 34,,,,,5,,0,177,975,93,,281,3,000097,97,1334,80,,90,869,47,3,65
91WN00060, 91000060,91,00,00060,2,00,59,-0-,2,2,5,5,4.0,4,4,3,143,82,12,100,67,695, 0, 0, 0, 0, 36,,,,,5,,0,211,1375,93,,281,3,000097,97,3539,80,,93,958,65,3,71
91WN00061, 91000061,91,00,00061,3,00,58,-0-,2,2,5,5,6.0,6,4,3,143,82,14,100,56,561, 0, 0, 0, 0, 25,,,,,5,,0,175,1224,93,,281,3,000097,97,0518,80,,77,794,47,3,71
91WN00062, 91000062,91,00,00062,2,00,58,-0-,3,2,8,5,4.0,4,4,3,143,82,15,100,53,524, 0, 0, 0, 0, 28,,,,,5,,0,236,1282,93,,281,3,000097,97,3944,80,,73,783,47,3,55
91WN00063, 91000063,91,00,00063,3,00,59,-0-,1,1,1,1,4.0,4,4,3,143,82,12,100,60,610, 0, 0, 0, 0, 29,,,,,5,,0,186,1020,93,,281,3,000097,97,3629,80,,83,699,65,3,66
91WN00064, 91000064,91,00,00064,3,00,58,-0-,2,2,5,5,3.0,3,3,3,143,82,15,100,66,683, 0, 0, 0, 0, 34,,,,,5,,0,184,1273,93,,281,3,000097,97,6882,80,,92,895,47,3,70
91WN00065, 91000065,91,00,00065,2,00,58,-0-,3,2,8,5,3.0,3,3,3,143,82,12,100,65,671, 0, 0, 0, 0, 29,,,,,5,,0,199,1284,93,,281,3,000097,97,7151,80,,90,914,47,3,73
91WN00066, 91000066,91,00,00066,3,00,58,-0-,3,2,8,5,3.0,3,3,3,143,30,0,100,35,833, 0, 0, 0, 0, 35,,,,,5,,0,199,1284,97,,227,3,000097,97,7151,80,,110,,47,7,0
91WN00067, 91000195,91,00,00195,3,00,59,-0-,2,2,5,5,3.0,3,3,3,143,81,10,100,56,568, 0, 0, 0, 0, 31,,,,,5,,0,199,1294,93,,281,3,000097,97,5834,80,,78,792,67,3,64
91WN00068, 91000196,91,00,00196,2,00,59,-0-,2,2,5,5,3.0,3,3,3,143,81,10,100,63,654, 0, 0, 0, 0, 35,,,,,5,,0,199,1294,93,,281,3,000097,97,5834,80,,89,905,67,3,69
91WN00069, 91000197,91,00,00197,3,00,58,-0-,2,2,5,5,3.0,3,3,3,143,81,8,100,53,531, 0, 0, 0, 0, 27,,,,,5,,0,199,1376,93,,281,3,000097,97,7076,80,,74,757,47,3,65
91WN00070, 91000198,91,00,00198,3,00,59,-0-,2,2,5,5,4.0,4,4,3,143,81,8,100,49,481, 0, 0, 0, 0, 28,,,,,5,,0,186,1306,93,,281,3,000097,97,3962,80,,68,727,65,3,56
91WN00071, 91000199,91,00,00199,2,00,58,-0-,2,2,5,5,3.0,3,3,3,143,81,8,100,56,568, 0, 0, 0, 0, 28,,,,,5,,0,199,1376,97,,268,3,000097,97,7076,80,,78,821,47,7,0
91WN00072, 91000200,91,00,00200,3,00,59,-0-,2,2,5,5,5.0,5,4,3,143,81,8,100,71,753, 0, 0, 0, 0, 43,,,,,5,,0,210,1610,93,,281,3,000097,97,1548,80,,100,999,67,3,74
91WN00073, 91000201,91,00,00201,2,00,58,-0-,2,2,5,5,4.0,4,4,3,143,81,10,100,62,642, 0, 0, 0, 0, 30,,,,,5,,0,199,1388,93,,281,3,000097,97,4709,80,,87,913,47,3,68
91WN00074, 91000202,91,00,00202,2,00,58,-0-,3,2,8,5,6.0,6,4,3,143,81,8,100,49,481, 0, 0, 0, 0, 31,,,,,5,,0,235,1407,97,,268,3,000097,97,0558,80,,68,754,47,7,0
91WN00075, 91000203,91,00,00203,2,00,58,-0-,2,2,5,5,4.0,4,4,3,143,81,10,100,51,506, 0, 0, 0, 0, 27,,,,,5,,0,199,1388,93,,281,3,000097,97,4709,80,,71,777,47,3,63
91WN00076, 91000204,91,00,00204,3,00,59,-0-,1,1,1,1,6.0,6,4,3,143,81,10,100,41,383, 0, 0, 0, 0, 23,,,,,5,,0,195,1302,10,,234,3,000097,97,8690,94,,56,480,65,6,0
91WN00077, 91000205,91,00,00205,3,00,59,-0-,2,2,5,5,5.0,5,4,3,143,81,8,100,79,852, 0, 0, 0, 0, 44,,,,,5,,0,210,1610,93,,281,3,000097,97,1548,80,,112,999,67,3,86
91WN00078, 91000206,91,00,00206,3,00,58,-0-,3,2,8,5,6.0,6,4,3,143,30,0,100,33,767, 0, 0, 0, 0, 33,,,,,5,,0,235,1407,97,,227,3,000097,97,0558,80,,102,,47,7,0
91WN00079, 91000207,91,00,00207,3,00,59,-0-,2,2,5,5,4.0,4,4,3,143,81,8,100,51,506, 0, 0, 0, 0, 26,,,,,5,,0,186,1306,93,,281,3,000097,97,3962,80,,71,752,65,3,59
91WN00080, 91000208,91,00,00208,2,00,58,-0-,2,2,5,5,4.0,4,4,3,143,81,4,100,54,543, 0, 0, 0, 0, 28,,,,,5,,0,186,1265,93,,281,3,000097,97,4877,80,,75,821,47,3,62
91WN00081, 91000209,91,00,00209,3,00,58,-0-,1,1,1,1,3.0,3,3,3,143,81,5,100,62,642, 0, 0, 0, 0, 28,,,,,5,,0,199,1145,93,,281,3,000097,97,7074,80,,87,725,47,3,71
91WN00082, 91000210,91,00,00210,3,00,59,-0-,2,1,3,2,4.0,4,4,3,143,30,0,100,23,433, 0, 0, 0, 0, 23,,,,,5,,0,186,1167,97,,227,3,000097,97,3904,80,,62,,67,7,0
91WN00083, 91000211,91,00,00211,3,00,59,-0-,2,1,3,2,3.0,3,3,3,143,81,5,100,83,901, 0, 0, 0, 0, 40,,,,,5,,0,170,985,93,,281,3,000097,97,5672,80,,118,999,67,3,89
91WN00084, 91000212,91,00,00212,2,00,58,-0-,3,2,8,5,4.0,4,4,3,143,81,4,100,37,333, 0, 0, 0, 0, 17,,,,,5,,0,211,1094,93,,281,3,000097,97,4702,80,,50,611,45,3,49
91WN00085, 91000213,91,00,00213,3,00,58,-0-,2,1,3,2,3.0,3,3,3,143,81,1,100,45,432, 0, 0, 0, 0, 24,,,,,5,,0,199,1273,93,,281,3,000097,97,7042,80,,62,589,47,3,53
91WN00086, 91000214,91,00,00214,3,00,58,-0-,2,1,3,2,5.0,5,4,3,143,81,1,100,60,617, 0, 0, 0, 0, 33,,,,,5,,0,243,1232,93,,281,3,000097,97,1906,80,,84,794,45,3,67
91WN00087, 91000215,91,00,00215,3,00,58,-0-,1,1,1,1,6.0,6,4,3,143,81,4,100,83,901, 0, 0, 0, 0, 41,,,,,5,,0,185,1477,93,,281,3,000097,97,0482,80,,118,999,47,3,87
91WN00088, 91000216,91,00,00216,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,81,5,100,56,568, 0, 0, 0, 0, 27,,,,,5,,0,186,1265,93,,281,3,000097,97,4877,80,,78,818,47,3,65
91WN00089, 91000217,91,00,00217,2,00,58,-0-,3,2,8,5,4.0,4,4,3,143,81,4,100,44,420, 0, 0, 0, 0, 22,,,,,5,,0,211,1094,93,,281,3,000097,97,4702,80,,60,698,45,3,52
91WN00090, 91000218,91,00,00218,2,00,58,-0-,3,1,7,2,6.0,6,4,3,143,81,5,100,66,691, 0, 0, 0, 0, 34,,,,,5,,0,235,1224,93,,281,3,000097,97,0326,80,,93,905,47,3,88
91WN00091, 91000219,91,00,00219,2,00,58,-0-,1,1,1,1,5.0,5,4,3,143,81,16,100,71,753, 0, 0, 0, 0, 27,,,,,5,,0,177,1190,93,,281,3,000097,97,2101,80,,100,869,47,3,80
91WN00092, 91000220,91,00,00220,2,00,58,-0-,2,2,5,5,5.0,5,4,3,143,81,15,100,58,593, 0, 0, 0, 0, 30,,,,,5,,0,188,1177,97,,268,3,000097,97,1935,80,,81,857,45,7,0
91WN00093, 91000221,91,00,00221,2,00,59,-0-,2,1,3,2,7.0,7,5,3,143,81,14,100,64,667, 0, 0, 0, 0, 29,,,,,5,,0,190,1073,15,,253,3,000097,97,6663,94,,90,881,65,6,0
91WN00094, 91000222,91,00,00222,2,00,59,-0-,2,1,3,2,5.0,5,4,3,143,81,14,100,58,593, 0, 0, 0, 0, 23,,,,,5,,0,188,1168,93,,281,3,000097,97,0942,80,,81,796,65,3,62
91WN00095, 91000223,91,00,00223,3,00,58,-0-,2,2,5,5,5.0,5,4,3,143,81,15,100,67,704, 0, 0, 0, 0, 38,,,,,5,,0,188,1177,93,,281,3,000097,97,1935,80,,94,942,45,3,73
91WN00096, 91000224,91,00,00224,2,00,59,-0-,2,2,5,5,4.0,4,4,3,143,83,1,100,62,627, 0, 0, 0, 0, 29,,,,,5,,0,199,1328,93,,281,3,000097,97,3701,80,,85,,67,3,69
91WN00097, 91000225,91,00,00225,3,00,59,-0-,2,2,5,5,3.0,3,3,3,143,81,16,100,56,568, 0, 0, 0, 0, 20,,,,,5,,0,184,1322,93,,281,3,000097,97,5827,80,,78,784,65,3,66
91WN00098, 91000226,91,00,00226,2,00,59,-0-,3,1,7,2,6.0,6,4,3,143,81,15,100,71,753, 0, 0, 0, 0, 39,,,,,5,,0,205,1322,93,,281,3,000097,97,9179,94,,100,954,65,3,81
91WN00099, 91000227,91,00,00227,3,00,59,-0-,2,2,5,5,3.0,3,3,3,143,81,1,100,60,617, 0, 0, 0, 0, 27,,,,,5,,0,184,1322,93,,281,3,000097,97,5827,80,,84,877,65,3,63
91WN00100, 91000228,91,00,00228,3,00,59,-0-,2,2,5,5,4.0,4,4,3,143,81,14,100,63,654, 0, 0, 0, 0, 34,,,,,5,,0,199,1328,93,,281,3,000097,97,3701,80,,89,893,67,3,64
91WN00101, 91000229,91,00,00229,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,30,0,100,30,667, 0, 0, 0, 0, 30,,,,,5,,0,174,1213,10,,217,3,000097,97,4778,80,,90,,47,6,0
91WN00102, 91000230,91,00,00230,3,00,58,-0-,2,1,3,2,3.0,3,3,3,143,81,1,100,80,864, 0, 0, 0, 0, 38,,,,,5,,0,184,1130,93,,281,3,000097,97,7445,80,,114,999,45,3,85
91WN00103, 91000231,91,00,00231,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,81,15,100,67,704, 0, 0, 0, 0, 31,,,,,5,,0,174,1213,93,,281,3,000097,97,4778,80,,94,942,47,3,74
91WN00104, 91000232,91,00,00232,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,30,0,100,28,600, 0, 0, 0, 0, 28,,,,,5,,0,236,1497,97,,227,3,000097,97,4409,80,,82,,47,7,0
91WN00105, 91000233,91,00,00233,3,00,58,-0-,2,2,5,5,3.0,3,3,3,143,81,21,100,58,593, 0, 0, 0, 0, 22,,,,,5,,0,184,1275,93,,281,3,000097,97,7486,80,,81,803,45,3,71
91WN00106, 91000234,91,00,00234,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,81,20,100,86,938, 0, 0, 0, 0, 41,,,,,5,,0,199,1311,93,,281,3,000097,97,5099,80,,123,999,45,3,94
91WN00107, 91000235,91,00,00235,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,81,20,100,57,580, 0, 0, 0, 0, 26,,,,,5,,0,236,1497,93,,281,3,000097,97,4409,80,,80,811,47,3,67
91WN00108, 91000236,91,00,00236,2,00,58,-0-,2,2,5,5,4.0,4,4,3,143,81,21,100,73,778, 0, 0, 0, 0, 41,,,,,5,,0,199,1311,93,,281,3,000097,97,5099,80,,103,999,45,3,73
91WN00109, 91000237,91,00,00237,2,00,58,-0-,2,2,5,5,4.0,4,4,3,143,81,19,100,73,778, 0, 0, 0, 0, 38,,,,,5,,0,236,1405,93,,281,3,000097,97,5348,80,,103,999,47,3,86
91WN00110, 91000238,91,00,00238,3,00,58,-0-,2,2,5,5,4.0,4,4,3,143,81,1,100,71,753, 0, 0, 0, 0, 34,,,,,5,,0,236,1405,93,,281,3,000097,97,5348,80,,100,999,47,3,75
91WN00111, 91000239,91,00,00239,3,00,59,-0-,1,1,1,1,5.0,5,4,3,143,81,1,100,61,630, 0, 0, 0, 0, 31,,,,,5,,0,177,1210,93,,281,3,000097,97,1515,80,,86,739,67,3,68
91WN00112, 91000240,91,00,00240,3,00,59,-0-,2,1,3,2,3.0,3,3,3,143,81,21,100,55,556, 0, 0, 0, 0, 22,,,,,5,,0,213,1356,93,,281,3,000097,97,5890,80,,77,688,67,3,62
91WN00113, 91000241,91,00,00241,2,00,58,-0-,2,2,5,5,3.0,3,3,3,143,81,20,100,54,543, 0, 0, 0, 0, 22,,,,,5,,0,184,1275,97,,268,3,000097,97,7486,80,,75,781,45,7,0
